Date,Open,High,Low,Close,Adj Close,Volume
2021-12-27,620000.000000,632000.000000,616000.000000,627000.000000,615094.937500,147200
2021-12-28,630000.000000,633000.000000,624000.000000,632000.000000,620000.000000,181706
2021-12-29,629000.000000,632000.000000,624000.000000,628000.000000,628000.000000,161669
2021-12-30,630000.000000,630000.000000,611000.000000,615000.000000,615000.000000,243420
2022-01-04,626000.000000,645000.000000,620000.000000,644000.000000,644000.000000,406952
2022-01-05,652000.000000,666000.000000,635000.000000,664000.000000,664000.000000,523345
2022-01-06,670000.000000,691000.000000,662000.000000,690000.000000,690000.000000,692603
2022-01-07,720000.000000,722000.000000,691000.000000,719000.000000,719000.000000,836306
2022-01-10,732000.000000,732000.000000,695000.000000,710000.000000,710000.000000,549323
2022-01-11,708000.000000,735000.000000,707000.000000,734000.000000,734000.000000,462973
2022-01-12,750000.000000,774000.000000,747000.000000,773000.000000,773000.000000,646296
2022-01-13,766000.000000,767000.000000,742000.000000,755000.000000,755000.000000,545491
2022-01-14,746000.000000,752000.000000,712000.000000,716000.000000,716000.000000,319701
2022-01-17,713000.000000,732000.000000,698000.000000,707000.000000,707000.000000,281141
2022-01-18,713000.000000,720000.000000,691000.000000,694000.000000,694000.000000,245949
2022-01-19,690000.000000,693000.000000,643000.000000,653000.000000,653000.000000,440752
2022-01-20,640000.000000,697000.000000,633000.000000,696000.000000,696000.000000,450658
2022-01-21,697000.000000,710000.000000,679000.000000,694000.000000,694000.000000,324652
2022-01-24,693000.000000,694000.000000,663000.000000,671000.000000,671000.000000,246196
2022-01-25,654000.000000,668000.000000,630000.000000,643000.000000,643000.000000,349700
2022-01-26,643000.000000,643000.000000,643000.000000,643000.000000,643000.000000,0
2022-01-27,644000.000000,669000.000000,605000.000000,610000.000000,610000.000000,882032
2022-01-28,628000.000000,643000.000000,622000.000000,639000.000000,639000.000000,528869
2022-02-03,677000.000000,691000.000000,661000.000000,677000.000000,677000.000000,356414
2022-02-04,680000.000000,687000.000000,668000.000000,678000.000000,678000.000000,217715
2022-02-07,676000.000000,677000.000000,638000.000000,639000.000000,639000.000000,317108
2022-02-08,639000.000000,639000.000000,639000.000000,639000.000000,639000.000000,0
2022-02-09,639000.000000,639000.000000,639000.000000,639000.000000,639000.000000,0
2022-02-10,613000.000000,666000.000000,613000.000000,661000.000000,661000.000000,694375
2022-02-11,645000.000000,658000.000000,633000.000000,633000.000000,633000.000000,310519
2022-02-14,632000.000000,640000.000000,618000.000000,619000.000000,619000.000000,219372
2022-02-15,630000.000000,654000.000000,622000.000000,622000.000000,622000.000000,277189
2022-02-16,650000.000000,657000.000000,636000.000000,653000.000000,653000.000000,380506
2022-02-17,650000.000000,654000.000000,635000.000000,640000.000000,640000.000000,294891
2022-02-18,633000.000000,648000.000000,629000.000000,629000.000000,629000.000000,182644
2022-02-21,629000.000000,629000.000000,629000.000000,629000.000000,629000.000000,0
2022-02-22,629000.000000,629000.000000,629000.000000,629000.000000,629000.000000,0
2022-02-23,629000.000000,629000.000000,629000.000000,629000.000000,629000.000000,0
2022-02-24,577000.000000,580000.000000,548000.000000,549000.000000,549000.000000,498865
2022-02-25,562000.000000,564000.000000,546000.000000,554000.000000,554000.000000,371646
2022-02-28,554000.000000,554000.000000,554000.000000,554000.000000,554000.000000,0
2022-03-02,565000.000000,565000.000000,549000.000000,555000.000000,555000.000000,276155
2022-03-03,559000.000000,565000.000000,551000.000000,558000.000000,558000.000000,228286
2022-03-04,558000.000000,558000.000000,558000.000000,558000.000000,558000.000000,0
2022-03-07,522000.000000,526000.000000,503000.000000,514000.000000,514000.000000,454602
2022-03-08,501000.000000,513000.000000,498000.000000,503000.000000,503000.000000,289591
2022-03-10,503000.000000,503000.000000,503000.000000,503000.000000,503000.000000,0
2022-03-11,496000.000000,499500.000000,469500.000000,472000.000000,472000.000000,713668
2022-03-14,465000.000000,472000.000000,454000.000000,457000.000000,457000.000000,617168
2022-03-15,457000.000000,457000.000000,457000.000000,457000.000000,457000.000000,0
2022-03-16,446000.000000,446500.000000,437000.000000,442000.000000,442000.000000,425454
2022-03-17,442000.000000,442000.000000,442000.000000,442000.000000,442000.000000,0
2022-03-18,480000.000000,491500.000000,473000.000000,488500.000000,488500.000000,559378
2022-03-21,488500.000000,488500.000000,488500.000000,488500.000000,488500.000000,0
2022-03-22,496500.000000,497000.000000,487500.000000,492000.000000,492000.000000,222919
2022-03-23,497500.000000,510000.000000,494500.000000,508000.000000,508000.000000,307359
2022-03-24,518000.000000,532000.000000,512000.000000,531000.000000,531000.000000,523564
2022-03-25,536000.000000,537000.000000,520000.000000,526000.000000,526000.000000,322408
2022-03-28,527000.000000,530000.000000,510000.000000,523000.000000,523000.000000,186517
2022-03-29,528000.000000,532000.000000,522000.000000,523000.000000,523000.000000,144803
2022-03-30,528000.000000,531000.000000,521000.000000,525000.000000,525000.000000,175835
2022-03-31,523000.000000,534000.000000,517000.000000,532000.000000,532000.000000,169611
2022-04-01,538000.000000,545000.000000,520000.000000,523000.000000,523000.000000,198741
2022-04-04,522000.000000,527000.000000,516000.000000,526000.000000,526000.000000,95926
2022-04-05,537000.000000,546000.000000,534000.000000,540000.000000,540000.000000,225685
2022-04-06,536000.000000,539000.000000,529000.000000,530000.000000,530000.000000,125060
2022-04-07,519000.000000,524000.000000,511000.000000,518000.000000,518000.000000,196367
2022-04-08,518000.000000,527000.000000,513000.000000,525000.000000,525000.000000,128480
2022-04-11,518000.000000,524000.000000,507000.000000,510000.000000,510000.000000,111018
2022-04-12,497000.000000,509000.000000,497000.000000,505000.000000,505000.000000,149845
2022-04-13,507000.000000,518000.000000,505000.000000,518000.000000,518000.000000,89777
2022-04-14,510000.000000,519000.000000,510000.000000,514000.000000,514000.000000,126954
2022-04-15,510000.000000,513000.000000,502000.000000,505000.000000,505000.000000,79943
2022-04-18,500000.000000,504000.000000,493500.000000,500000.000000,500000.000000,81451
2022-04-19,503000.000000,510000.000000,499500.000000,503000.000000,503000.000000,86974
2022-04-20,504000.000000,513000.000000,499000.000000,505000.000000,505000.000000,131581
2022-04-21,505000.000000,509000.000000,500000.000000,503000.000000,503000.000000,110061
2022-04-22,498000.000000,498500.000000,483000.000000,486000.000000,486000.000000,239523
2022-04-25,475000.000000,497500.000000,471500.000000,486000.000000,486000.000000,229146
2022-04-26,487500.000000,494500.000000,475000.000000,475000.000000,475000.000000,198963
2022-04-27,461000.000000,466500.000000,455000.000000,463000.000000,463000.000000,283075
2022-04-28,470000.000000,505000.000000,469500.000000,502000.000000,502000.000000,553556
2022-04-29,506000.000000,527000.000000,502000.000000,519000.000000,519000.000000,479495
2022-05-02,513000.000000,530000.000000,513000.000000,526000.000000,526000.000000,223203
2022-05-03,519000.000000,526000.000000,515000.000000,517000.000000,517000.000000,161916
2022-05-04,519000.000000,525000.000000,516000.000000,518000.000000,518000.000000,130210
2022-05-06,518000.000000,524000.000000,510000.000000,520000.000000,520000.000000,200642
2022-05-10,490000.000000,505000.000000,480000.000000,501000.000000,501000.000000,449131
2022-05-11,496500.000000,520000.000000,495000.000000,520000.000000,520000.000000,238476
2022-05-12,511000.000000,514000.000000,485500.000000,485500.000000,485500.000000,276864
2022-05-13,493000.000000,515000.000000,492500.000000,510000.000000,510000.000000,220604
2022-05-16,515000.000000,524000.000000,505000.000000,507000.000000,507000.000000,140135
2022-05-17,501000.000000,509000.000000,497000.000000,505000.000000,505000.000000,159223
2022-05-18,520000.000000,525000.000000,510000.000000,512000.000000,512000.000000,168961
2022-05-19,495000.000000,507000.000000,495000.000000,502000.000000,502000.000000,200969
2022-05-20,505000.000000,546000.000000,505000.000000,545000.000000,545000.000000,531053
2022-05-23,547000.000000,555000.000000,538000.000000,543000.000000,543000.000000,270359
2022-05-24,544000.000000,551000.000000,537000.000000,539000.000000,539000.000000,198053
2022-05-25,549000.000000,550000.000000,534000.000000,534000.000000,534000.000000,198348
2022-05-26,543000.000000,547000.000000,533000.000000,534000.000000,534000.000000,240223
2022-05-27,541000.000000,564000.000000,541000.000000,550000.000000,550000.000000,330735
2022-05-30,559000.000000,563000.000000,541000.000000,557000.000000,557000.000000,249598
2022-05-31,557000.000000,586000.000000,555000.000000,585000.000000,585000.000000,721921
2022-06-02,596000.000000,600000.000000,570000.000000,570000.000000,570000.000000,426553
2022-06-03,581000.000000,588000.000000,570000.000000,585000.000000,585000.000000,296215
2022-06-07,574000.000000,580000.000000,555000.000000,556000.000000,556000.000000,309089
2022-06-08,567000.000000,590000.000000,560000.000000,581000.000000,581000.000000,282013
2022-06-09,585000.000000,590000.000000,574000.000000,589000.000000,589000.000000,401828
2022-06-10,588000.000000,589000.000000,573000.000000,583000.000000,583000.000000,239123
2022-06-13,574000.000000,574000.000000,556000.000000,562000.000000,562000.000000,209761
2022-06-14,558000.000000,568000.000000,548000.000000,564000.000000,564000.000000,247673
2022-06-15,562000.000000,570000.000000,558000.000000,561000.000000,561000.000000,199680
2022-06-16,586000.000000,597000.000000,570000.000000,584000.000000,584000.000000,327560
2022-06-17,571000.000000,584000.000000,562000.000000,578000.000000,578000.000000,311529
2022-06-20,583000.000000,589000.000000,565000.000000,572000.000000,572000.000000,228497
2022-06-21,576000.000000,579000.000000,565000.000000,568000.000000,568000.000000,180207
2022-06-22,573000.000000,574000.000000,552000.000000,553000.000000,553000.000000,209917
2022-06-23,553000.000000,566000.000000,546000.000000,551000.000000,551000.000000,321659
2022-06-24,561000.000000,561000.000000,539000.000000,543000.000000,543000.000000,287977
2022-06-27,544000.000000,553000.000000,535000.000000,545000.000000,545000.000000,269873
