Date,Open,High,Low,Close,Adj Close,Volume
2021-12-27,18.500000,18.850000,17.770000,18.299999,18.299999,3519800
2021-12-28,18.450001,18.480000,16.782000,17.070000,17.070000,3904800
2021-12-29,17.000000,17.840000,16.129999,17.700001,17.700001,3245800
2021-12-30,17.400000,18.150000,17.059999,17.730000,17.730000,2498800
2021-12-31,17.600000,18.000000,16.620001,16.700001,16.700001,2184500
2022-01-03,17.070000,17.680000,16.600000,17.469999,17.469999,2687900
2022-01-04,17.709999,17.860001,15.760000,16.440001,16.440001,4880600
2022-01-05,16.260000,16.440001,15.310000,15.380000,15.380000,3054000
2022-01-06,14.990000,15.510000,14.280000,14.840000,14.840000,4682000
2022-01-07,14.930000,15.030000,14.110000,14.370000,14.370000,3140800
2022-01-10,13.750000,13.897000,12.904000,13.710000,13.710000,4965600
2022-01-11,13.680000,14.790000,13.670000,14.690000,14.690000,2954800
2022-01-12,14.880000,15.025000,13.910000,14.090000,14.090000,2333900
2022-01-13,14.000000,14.260000,12.920000,12.980000,12.980000,3362300
2022-01-14,12.990000,13.490000,12.620000,12.930000,12.930000,2596900
2022-01-18,12.430000,12.820000,12.080000,12.200000,12.200000,2938300
2022-01-19,12.370000,12.510000,11.780000,11.790000,11.790000,3349000
2022-01-20,11.860000,12.670000,11.650000,11.720000,11.720000,3009500
2022-01-21,11.560000,11.800000,10.780000,10.880000,10.880000,3816900
2022-01-24,10.300000,10.910000,9.500000,10.890000,10.890000,6162600
2022-01-25,10.610000,10.890000,10.180000,10.440000,10.440000,2847700
2022-01-26,11.140000,11.610000,10.440000,10.710000,10.710000,4183400
2022-01-27,10.930000,10.980000,9.500000,9.510000,9.510000,4061400
2022-01-28,9.670000,10.150000,9.160000,10.090000,10.090000,3457400
2022-01-31,10.090000,11.440000,10.000000,11.440000,11.440000,3802500
2022-02-01,11.420000,12.210000,11.120000,12.200000,12.200000,2885100
2022-02-02,12.350000,12.400000,11.140000,11.490000,11.490000,3767200
2022-02-03,10.990000,11.710000,10.900000,11.390000,11.390000,2914000
2022-02-04,11.420000,13.000000,11.330000,12.900000,12.900000,4387100
2022-02-07,13.090000,13.600000,12.570000,13.190000,13.190000,2845200
2022-02-08,12.940000,13.310000,12.530000,12.960000,12.960000,2744500
2022-02-09,13.120000,14.270000,12.800000,14.270000,14.270000,2659000
2022-02-10,13.580000,16.190001,13.570000,14.760000,14.760000,5497100
2022-02-11,15.150000,17.230000,14.860000,16.820000,16.820000,7508400
2022-02-14,16.150000,17.660000,15.970000,16.540001,16.540001,4931400
2022-02-15,16.809999,17.120001,15.600000,16.580000,16.580000,4535100
2022-02-16,16.120001,16.360001,15.320000,15.820000,15.820000,2547500
2022-02-17,15.440000,16.034000,14.850000,15.480000,15.480000,3007700
2022-02-18,15.330000,15.400000,14.140000,14.680000,14.680000,3160100
2022-02-22,14.080000,15.450000,14.012000,14.530000,14.530000,2664300
2022-02-23,14.870000,15.052000,13.640000,13.720000,13.720000,2404000
2022-02-24,12.910000,15.600000,12.910000,15.600000,15.600000,3690500
2022-02-25,15.200000,15.720000,14.830000,15.100000,15.100000,2505300
2022-02-28,15.280000,16.565001,15.210000,15.980000,15.980000,2709400
2022-03-01,15.810000,15.930000,14.340000,14.500000,14.500000,2457900
2022-03-02,14.720000,15.040000,14.340000,14.660000,14.660000,2193600
2022-03-03,14.700000,14.865000,13.210000,13.280000,13.280000,2759600
2022-03-04,13.500000,13.700000,12.180000,12.390000,12.390000,3533400
2022-03-07,12.410000,12.900000,11.850000,11.890000,11.890000,3152300
2022-03-08,11.900000,12.233000,11.520000,11.770000,11.770000,2954000
2022-03-09,12.070000,12.620000,11.770000,12.500000,12.500000,2301600
2022-03-10,12.300000,12.870000,11.833000,12.750000,12.750000,1848400
2022-03-11,12.990000,13.000000,12.253000,12.330000,12.330000,1498100
2022-03-14,12.090000,12.370000,11.220000,11.410000,11.410000,2160800
2022-03-15,11.630000,12.580000,11.290000,12.490000,12.490000,1845100
2022-03-16,12.510000,13.180000,12.370000,13.070000,13.070000,2280300
2022-03-17,12.900000,14.000000,12.870000,13.830000,13.830000,2409500
2022-03-18,13.680000,14.360000,13.610000,14.360000,14.360000,2877800
2022-03-21,14.500000,15.440000,13.980000,14.640000,14.640000,3419500
2022-03-22,14.560000,15.290000,14.560000,14.810000,14.810000,2224000
2022-03-23,14.670000,14.700000,13.900000,14.200000,14.200000,2126600
2022-03-24,14.280000,14.400000,13.682000,13.950000,13.950000,2040800
2022-03-25,13.950000,14.000000,12.950000,13.180000,13.180000,2366000
2022-03-28,13.250000,13.572000,12.710000,13.140000,13.140000,2445600
2022-03-29,13.260000,13.350000,12.000000,12.390000,12.390000,10204400
2022-03-30,12.400000,13.260000,12.120000,12.370000,12.370000,6765300
2022-03-31,12.420000,13.220000,12.200000,12.760000,12.760000,4205300
2022-04-01,12.840000,13.070000,12.400000,13.000000,13.000000,2982500
2022-04-04,13.000000,13.760000,12.845000,13.580000,13.580000,3026600
2022-04-05,13.410000,13.470000,12.400000,12.530000,12.530000,3675200
2022-04-06,12.470000,12.530000,11.730000,12.300000,12.300000,3262800
2022-04-07,12.340000,12.750000,12.115000,12.440000,12.440000,1941600
2022-04-08,12.350000,12.510000,12.060000,12.320000,12.320000,1376400
2022-04-11,11.850000,11.860000,10.775000,10.790000,10.790000,6097900
2022-04-12,11.350000,11.370000,10.900000,10.990000,10.990000,3298000
2022-04-13,11.020000,11.680000,10.830000,11.370000,11.370000,3345000
2022-04-14,11.360000,11.400000,10.630000,10.660000,10.660000,3465000
2022-04-18,10.820000,10.906000,10.250000,10.600000,10.600000,4208900
2022-04-19,10.660000,11.020000,10.150000,10.920000,10.920000,3792700
2022-04-20,10.920000,10.960000,9.790000,9.800000,9.800000,17009100
2022-04-21,10.050000,10.100000,9.410000,9.500000,9.500000,5955300
2022-04-22,9.710000,9.710000,8.810000,9.180000,9.180000,6286900
2022-04-25,9.030000,9.360000,8.825000,9.140000,9.140000,5347900
2022-04-26,9.150000,9.200000,8.100000,8.100000,8.100000,7300000
2022-04-27,8.150000,8.540000,8.100000,8.200000,8.200000,4767800
2022-04-28,8.390000,8.410000,7.770000,8.310000,8.310000,5371700
2022-04-29,8.270000,8.530000,7.860000,7.870000,7.870000,4226200
2022-05-02,7.880000,8.110000,7.630000,7.860000,7.860000,6120200
2022-05-03,7.490000,7.800000,6.890000,7.150000,7.150000,17096000
2022-05-04,6.710000,7.510000,6.470000,7.500000,7.500000,13141900
2022-05-05,7.250000,7.250000,6.180000,6.230000,6.230000,8710900
2022-05-06,6.200000,6.300000,5.660000,5.920000,5.920000,7052600
2022-05-09,5.740000,5.830000,5.050000,5.080000,5.080000,8236800
2022-05-10,5.290000,5.330000,4.780000,4.880000,4.880000,7071800
2022-05-11,4.880000,4.895000,4.290000,4.340000,4.340000,7444400
2022-05-12,4.240000,5.015000,4.160000,4.760000,4.760000,7428000
2022-05-13,5.000000,5.320000,4.900000,5.200000,5.200000,6825000
2022-05-16,5.290000,5.340000,4.820000,4.860000,4.860000,6070000
2022-05-17,5.210000,5.780000,5.120000,5.710000,5.710000,7037600
2022-05-18,5.630000,6.340000,5.390000,5.450000,5.450000,8711900
2022-05-19,5.500000,5.950000,5.435000,5.830000,5.830000,6715400
2022-05-20,5.920000,6.000000,5.310000,5.630000,5.630000,5048400
2022-05-23,5.600000,5.798000,5.400000,5.760000,5.760000,3717100
2022-05-24,5.620000,5.730000,5.280000,5.390000,5.390000,3973200
2022-05-25,5.390000,5.730000,5.320000,5.720000,5.720000,3486700
2022-05-26,5.530000,6.069000,5.510000,5.760000,5.760000,5036500
2022-05-27,5.830000,6.116000,5.673000,5.930000,5.930000,6495500
2022-05-31,6.040000,6.120000,5.480000,5.750000,5.750000,7839700
2022-06-01,5.740000,5.851000,5.225000,5.290000,5.290000,5081500
2022-06-02,5.290000,5.840000,5.240000,5.800000,5.800000,4385100
2022-06-03,5.670000,5.740000,5.445000,5.530000,5.530000,3319900
2022-06-06,5.740000,5.980000,5.585000,5.640000,5.640000,5976700
2022-06-07,5.580000,5.780000,5.290000,5.520000,5.520000,5055400
2022-06-08,5.530000,6.035000,5.520000,5.840000,5.840000,5453800
2022-06-09,5.860000,5.860000,5.320000,5.320000,5.320000,4089600
2022-06-10,5.180000,5.350000,4.900000,4.910000,4.910000,5176100
2022-06-13,4.630000,4.790000,4.500000,4.520000,4.520000,5082700
2022-06-14,4.630000,4.695000,4.385000,4.610000,4.610000,3952000
2022-06-15,4.650000,5.110000,4.640000,5.000000,5.000000,6368100
2022-06-16,4.740000,4.925000,4.600000,4.760000,4.760000,5456000
2022-06-17,4.960000,5.120000,4.800000,5.040000,5.040000,6562600
